zone,grouping,group,n,coverage80,below_p10,above_p90,width80,interval_score80,wis80_single_interval
FR,hour,12,365,0.7534246575342466,0.09315068493150686,0.15342465753424658,34.02120197243887,65.58738020486105,8.550717869658039
FR,hour,13,365,0.7671232876712328,0.11232876712328767,0.12054794520547946,33.76828582450135,73.13518894507989,9.187556634318742
FR,hour,14,365,0.7424657534246575,0.1178082191780822,0.13972602739726028,33.64597320034079,74.54152674058612,9.457601802987261
FR,hour,15,365,0.7917808219178082,0.09041095890410959,0.1178082191780822,34.5237076589506,62.15213596450545,8.162015412440626
FR,hour,16,365,0.7561643835616438,0.12602739726027398,0.1178082191780822,34.629743325220396,57.792562374752755,7.81014167020386
FR,hour,17,365,0.7698630136986301,0.1232876712328767,0.10684931506849316,36.992265267568094,58.53007878694972,7.860122457665124
FR,hour,18,365,0.7616438356164383,0.1178082191780822,0.12054794520547946,40.12824114969332,61.621251387194164,8.502210201589664
FR,hour,19,365,0.7315068493150685,0.13150684931506848,0.136986301369863,42.18254345933052,70.92571941772962,9.693854620474193
FR,hour,20,365,0.7561643835616438,0.13424657534246576,0.1095890410958904,42.20524364105643,68.80043254741611,9.358263651230475
FR,hour,21,365,0.7534246575342466,0.13424657534246576,0.11232876712328767,40.07930205880779,61.95003295250398,8.482593968652782
FR,hour,22,365,0.7780821917808219,0.10410958904109589,0.1178082191780822,38.10332335380659,57.83988695995126,7.9242629233154
FR,hour,23,365,0.7726027397260274,0.12876712328767123,0.09863013698630137,38.56230141104084,57.31078117417488,7.89918195764974
FR,season,DJF,2160,0.687962962962963,0.16805555555555557,0.1439814814814815,23.94528199036916,46.75502483271537,6.204279481846556
FR,season,JJA,2208,0.7350543478260869,0.12092391304347826,0.14402173913043478,36.97987159265988,63.90826464182136,8.69013276650586
FR,season,MAM,2207,0.7584956955142728,0.10149524241051201,0.1400090620752152,41.52507200617028,79.45577839557357,10.320680188142203
FR,season,SON,2185,0.737299771167048,0.13638443935926772,0.12631578947368421,30.427571060564752,50.18400706147771,6.895341974282361
FR,regime,negative,577,0.854419410745234,0.0658578856152513,0.07972270363951472,35.20972369903088,91.50614475772987,10.554464187228032
FR,regime,upper95_train,1497,0.7040748162992652,0.0788243152972612,0.21710086840347362,36.22302737392102,65.14767213193248,8.895450760310585
FR,regime,upper99_train,626,0.7060702875399361,0.0670926517571885,0.2268370607028754,37.9816759371529,76.44611417668872,10.082243769563798
NL,all,all,8760,0.758675799086758,0.11746575342465754,0.12385844748858447,31.68501563485899,58.28805859994003,7.609612842953677
NL,split,test,2160,0.7513888888888889,0.10694444444444444,0.14166666666666666,37.94263962816309,76.37286405795878,9.736727714745367
NL,split,train,4321,0.7526035639898172,0.134922471650081,0.11247396436010183,27.360987689091743,47.21746534749182,6.314882663827609
NL,split,validation,2279,0.7770952172005265,0.09433962264150944,0.12856516015796401,33.952526353649425,62.13748977787257,8.048384664337485
NL,hour,0,365,0.6712328767123288,0.14246575342465753,0.1863013698630137,14.364807891845704,34.501175609165344,4.525757127099966
NL,hour,1,365,0.6986301369863014,0.1178082191780822,0.18356164383561643,15.809718908022528,32.95960645719974,4.343951300710546
NL,hour,2,365,0.7150684931506849,0.12054794520547946,0.1643835616438356,16.872747854990504,34.37970105192904,4.5210777310375345
NL,hour,3,365,0.7068493150684931,0.1232876712328767,0.16986301369863013,17.737621725422063,34.4124235461336,4.609225571576789
