zone,grouping,group,model,n,mae,rmse,bias
DE,season,DJF,nyx,2160,8.47971525595005,13.604620873002839,0.9405050042066533
DE,season,DJF,storm,2160,9.653010505092594,14.468856577953195,1.4889596921296293
DE,season,DJF,chronos,2160,8.594095416356481,13.7744117850539,-0.41490990135648154
DE,season,DJF,residual,2160,8.427815149929481,13.501780283911424,1.0397928170170652
DE,season,JJA,nyx,2208,12.150261879549781,26.19441025875969,-1.8982062077895947
DE,season,JJA,storm,2208,11.847773626358697,22.768594076726515,-4.4391281870471015
DE,season,JJA,chronos,2208,13.88576480075951,28.51255862818878,-0.6170625143537141
DE,season,JJA,residual,2208,12.296418827268619,26.434948687978256,-2.1897351831498377
DE,season,MAM,nyx,2207,11.710894949567484,23.67126239686983,-0.9593347495652563
DE,season,MAM,storm,2207,12.424796435885819,22.179650277554178,-2.2319650457634794
DE,season,MAM,chronos,2207,13.233986942103758,25.990714241001793,-0.09024172388627096
DE,season,MAM,residual,2207,11.8228642313168,23.926079327903373,-1.2884131804367345
DE,season,SON,nyx,1824,11.32863735260453,20.366830559396657,-0.6949475679114829
DE,season,SON,storm,1824,11.207661610745614,18.710859988020868,-0.5431977236842106
DE,season,SON,chronos,1824,12.729096841222587,22.582480620890934,-2.419691401321272
DE,season,SON,residual,1824,11.437909912346278,20.689532959189588,-1.3246397804518906
DE,regime,negative,nyx,507,14.062303670993316,38.9919772010821,4.167805312843118
DE,regime,negative,storm,507,12.471147240631167,35.71592517637281,3.141356195266272
DE,regime,negative,chronos,507,19.937254279191322,43.61136700244271,8.167960429861933
DE,regime,negative,residual,507,13.79924050255143,39.264327935000395,4.015801494181593
DE,regime,upper95_train,nyx,729,28.446354613767006,52.457197093471834,-14.114315611530598
DE,regime,upper95_train,storm,729,24.353628861454045,43.41164038672002,-5.343159659807957
DE,regime,upper95_train,chronos,729,30.940432524005487,56.970168265230825,-22.00501823045268
DE,regime,upper95_train,residual,729,29.14852056070782,53.07975472244123,-15.791073828594573
DE,regime,upper99_train,nyx,85,109.51026266460683,134.29603825857734,-95.01845598767378
DE,regime,upper99_train,storm,85,70.94831090588237,99.05238382849687,-29.01210537647059
DE,regime,upper99_train,chronos,85,126.98966211764706,149.88674696995244,-116.64615247058823
DE,regime,upper99_train,residual,85,111.63147328257054,136.03339732331284,-97.46805147152655
FR,all,all,nyx,8399,11.966398461849163,18.996100322124278,-0.26952191331921704
FR,all,all,storm,8399,11.841860785926896,18.56267839873362,-1.9260579332063341
FR,all,all,chronos,8399,12.84173152096571,20.1796687933199,0.28869724170532207
FR,all,all,residual,8399,12.114676728678624,19.245216423439743,-0.39679251796872833
FR,split,test,nyx,1800,13.404341235001441,19.191436099395798,-1.3696255968606403
FR,split,test,storm,1800,12.324011288888888,18.23984898757102,-4.448160404444445
