series,day,cutoff_time_utc,raw_timestamp,value
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 02:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 02:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 02:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 03:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 03:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 03:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 03:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 04:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 04:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 04:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 04:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 05:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 05:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 05:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 05:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 06:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 06:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 06:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 06:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 07:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 07:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 07:30:00+00:00,0.845
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 07:45:00+00:00,10.221
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 08:00:00+00:00,31.654
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 08:15:00+00:00,59.089
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 08:30:00+00:00,99.398
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 08:45:00+00:00,125.375
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 09:00:00+00:00,178.386
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 09:15:00+00:00,221.061
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 09:30:00+00:00,267.859
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 09:45:00+00:00,302.407
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 10:00:00+00:00,358.889
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 10:15:00+00:00,446.668
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 10:30:00+00:00,571.64
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 10:45:00+00:00,582.532
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 11:00:00+00:00,566.491
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 11:15:00+00:00,570.528
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 11:30:00+00:00,574.221
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 11:45:00+00:00,679.521
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 12:00:00+00:00,685.018
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 12:15:00+00:00,682.468
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 12:30:00+00:00,541.247
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 12:45:00+00:00,536.059
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 13:00:00+00:00,557.76
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 13:15:00+00:00,468.209
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 13:30:00+00:00,430.562
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 13:45:00+00:00,380.322
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 14:00:00+00:00,354.691
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 14:15:00+00:00,269.942
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 14:30:00+00:00,246.571
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 14:45:00+00:00,182.209
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 15:00:00+00:00,117.198
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 15:15:00+00:00,74.612
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 15:30:00+00:00,42.181
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 15:45:00+00:00,12.889
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 16:00:00+00:00,0.601
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 16:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 16:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 16:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 17:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 17:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 17:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 17:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 18:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 18:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 18:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 18:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 19:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 19:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 19:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 19:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 20:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 20:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 20:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 20:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 21:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 21:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 21:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 21:45:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 22:00:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 22:15:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 22:30:00+00:00,0.0
23259,2026-01-15,2026-01-14T07:00:00+00:00,2026-01-15 22:45:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-14 22:00:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-14 22:15:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-14 22:30:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-14 22:45:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-14 23:00:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-14 23:15:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-14 23:30:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-14 23:45:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 00:00:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 00:15:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 00:30:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 00:45:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 01:00:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 01:15:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 01:30:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 01:45:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 02:00:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 02:15:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 02:30:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 02:45:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 03:00:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 03:15:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 03:30:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 03:45:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 04:00:00+00:00,0.0
